ID,TITLE,GENRE,DESCRIPTION
4213,Prince of Swine (2010),comedy,"When Jiggle King Jerry Farber gropes a dimwitted B-movie starlet then fires her from his latest T & A extravaganza, an idealistic young attorney vows to bring him down and make him pay for the cruelty of swine everywhere. To do so she must make a deal with the Devil and get in bed with her new boss, another Prince of Swine who detests everything she stands for."
4214,Morning Light (2011),mystery,"After facing the deepest tragedy any child ever could, Christiana embarks on a mysterious journey. Unknown to her Caleb, a rookie deputy, is thrust into a quest to find this mystery girl-who can, break into cold, hardened and hurting hearts; helping to redirect the lives of the people she meets. Morning Light is an inspirational story about living and second chances. By focusing on real people and true human situations; Morning Light is the reminder that forgiveness, love and redemption are never far away. With every sunrise comes a new beginning. Morning Light is a spiritual mystery that follows how Christiana, a mysterious young girl, brings hope of a new beginning to people with broken lives. When a course correction that her father makes results in a tragedy for the family, Christiana becomes the one who needs protection. On the scene comes Deputy Caleb Robinson. At first unknown to the rookie deputy, evidence begins appearing that suggests there is more to this case than meets the eye. When he delves deeper into the findings, twists arise at every turn. Who is behind all of this? There's something different about Christiana but what is it? Morning Light is a spiritual mystery with a unique labyrinth of intersecting stories and lives that takes viewers from the depths of human depravity to the heights of beauty and grace."
4215,KT2 News (????),comedy,"Evelyn Michaels, a down on her luck model/actress, is a street-wise, very selfish, self absorbed, conning but attractive woman whom has burned all her bridges within the entertainment industry. Down on her luck and now penniless, luck strikes when Evelyn unrepentantly inherits a broken down studio, but she has one year to revamp and make the studio successful to receive the rest of a very large inheritance. In an attempt to meet the deadline Evelyn Michaels, against Sandra Whitesides, her managers and only friend/mother figure, objections, takes on six show kids ranging from the age of 4 to 17 years of age after flipping through channels and noticing that children's shows are very popular. She does this to help meet her one-year goal and does not intend to keep them on permanently. But as the show goes on her plans change when she grows fond of the children, and she ends up committing herself to their careers. The adjustment is huge on both sides, as the girls and boys acquire a manager with no managing experience and than each kid brings mamanger/dadanger drama to the table. Having spent thousands of dollars and a few years of constant rejection, the kids and teens now find themselves hopeful and excited to be working with Evelyn Michaels. The series follows the trials and tribulations of a group of show kids and the reality of what it takes to make it in an industry where the competition is fierce and a woman who has previously never loved nor cared about anyone but herself."
4216,For the Theater to Be... (1987),documentary,"Oleg Yefremov was one of the most beloved actors and directors in Russia. He was the founder of the Sovremennik (Contemporary) Theatre and later became the artistic director of the Moscow Art Theatre. The film shows him in a moment of extreme dramatic tension: Yefremov has decided to split the repertory company into two. His aim is to re energize a stagnant group of actors and move them away from an artistic ""dead end"". The company, split into supporters and detractors discusses the situation on very heated terms. The situation mirrors the overall climate of a country and a society shaken by the changes brought about by perestroika. The film offers rare glimpses of the past - the creation of the ""Sovremennik"" Theater, Yefremov's working at the Moscow Art Theatre, clips of his films - all adding a note of ironic nostalgia to the dramatic events of the present. Russian. 87 minutes, 1987"
4217,Emend (1998),short,"A young woman escapes her habitual tasks through an undesirable alliance with fate. She is thus forced to witness her own unmerciful and unsympathetic self-destruction. Unable to accept her destiny, the young woman desperately struggles to free herself from her binding ruin, and thus finds herself eternally doomed to relive her disastrous past."
4218,Kean (1924),drama,"By 1820, Edmund Kean is the most admired Shakespearan actor. But if his art is peerless, his free lifestyle is ill thought of, particularly by the high society. Kean has fallen passionately in love with Countess Elena de Koefeld, the wife of the ambassador of Denmark. Elena loves him too but hesitates to give up her rank in society and follow Kean. On the other hand, Anna, a rich heiress who refuses to marry Lord Mewill, the husband chosen by her parents, confesses her love for Kean and decides to become an actress like him... The aristocrats, outraged by Edmund's profligate ways, decide to boycott his performances and his career is broken. Kean does not recover from such a blow and, on a stormy night, dies in Elena's arms."
4219,"""Solisterna"" (2003)",drama,"A house has burnt down to the ground. Malte and Charlotte, husband and wife, severly traumatised by the obscure accident, refuse to tell the police what happened that particular evening, when the flames took their daughter Linn away from them. The painful truth unfolds step by step throughout the 3 episodes, and reveals dark tragic secrets of a contemporary swedish family. The familys house has burnt down to the ground. Linn, the daughter, died in the flames. Her mother and father refuse to tell the police what has really happened during that tragic night. As the story unfolds, we see an emotionally disturbed family slowly falling apart, unable to retrieve any help from contemporary swedish society."
4220,Six Thugs (2006),drama,"Released after a five-year stretch for a crime he did not commit, Trusty knows he must change his ways. Trusty lives by the unwritten code of the streets. Upon his return to the place where his journey began, he is faced with alternative opportunities to escape the cycle of violence and decay or to redeem himself before his friends and resume the lifestyle that put him away in the first place. Bound to the neighborhood for which he stands and a group of remorseless delinquents, each with their own obscure motives, he must once again navigate the dangerous terrain that led him to a conviction and sentence meant for another. With unjust jail time under his belt, he has earned honor and respect in the local hierarchy. On the streets where he was raised, his homeboys compete for position and power. Their lives are punctuated by dysfunctional drug and alcohol abuse, emptiness and misplaced aggression. But, the sudden presence of a girl and Trusty's homecoming coincide for an unexpected chain of irrevocable events that take place on one afternoon. The ensuing circumstances forces six friends into choices and actions that underscore a reality seldom seen. Reunited with Lucky, the younger brother of the friend for whom he went to prison, Trusty must take sides in a conflict pitting homeboy against homeboy in a race to rescue a young woman trapped in a sea of unhealthy lust and web of violence."
4221,Synnöve Solbakken (1919),drama,"Synnöve lives with her parents at the farm Solbakken on a sunny hill. Thorbjörn, who lives at Granliden in the shadow of a big mountain, often looks wistfully up to Solbakken. As teenagers they meet and fall in love. Another boy, Knud Nordhaug, is also yearning for Synnöve. Together with some companions he bullies Thorbjörn, who knocks them down. When Knud meets Synnöve's father, he gets him to believe that it is Thorbjörn who is the bully. Synnöve's parents forbid her to meet Thorbjörn henceforth. Some years later Knud proposes to Synnöve, but is turned down. At Midsummer Eve Thorbjörn and Synnöve meet secretly. They renew their love-vows, and Thorbjörn promises to develop a better reputation in the village. When Thorbjörn is driving a loaded cart to the town, the wagon breaks down. As the Nordhaug farm is nearby, he goes there to lend a new wagon. Knud sees Thorbjörn and starts a fight. When Thorbjörn turns away, Knud stabs a knife in his back. For many weeks Thorbjörn hovers between life and death. Ultimately he rises from the bed, but as a changed man, open for reconciliation."
4222,Hearts and Minds (2011),short,"A man named Paul is at a diner early in the morning with a girl named Kaitlyn. The two are talking about different things and then Paul talks about a dream he once had about his Dad. Paul realized he never got to say goodbye to his father and tell him he loved him. After Paul and Kaitlyn leave the diner, he's driving home and still thinking about night and his dream he had about his father. He turns his car around and goes to his mother's house. He wakes his mother up and tells her he loves her. He gets closure from telling her how he feels."
4223,Le dernier mot (1991),drama,"Hungary, autumn of 1989. When biologist Maria Wagner from East Berlin crosses the Hungarian border and feels Western soil under her feet for the first time in her life, her only desire is to travel to Paris as quickly as possible to see her daughter Theresa again after 15 years of separation. But their reunion in Paris is not as happy as Maria had hoped. Theresa, who has come to meet her mother at the Gare de l'Est, appears standoffish and not interested in this woman who has so suddenly entered her life. Gradually, Maria learns that her daughter has never got over the fact that, when she was 11 years old, her mother had entrusted her to the care of a stranger, French diplomat Gustave Durieux, who had taken her to Paris with him. Theresa has never forgotten that her mother had pretended Gustave would merely take her on a holiday to Paris and that she had withheld from her the fact that it would be a journey of no return. The young woman had never forgiven her mother for sending her to a strange country as well as putting her into the hands of a strange man. And so, Theresa had banished her mother from her very thoughts. However, she had never learnt to trust anyone else. This explains the close relationship between Theresa, who is on the way to becoming a successful paintress, and Serge, an architect 20 years older than her. Theresa clings to Serge full of fear of being abandoned yet again. Maria quickly becomes friendly with Serge, with whom she shares a great love for Theresa. But the friendship between Serge and Maria makes Theresa rage with jealousy. However, Maria refuses to give up hope. She fights for her daughter's love and succeeds in becoming closer to her through their common interest in Theresa's unusual paintings. But then Gustave Durieux arrives in Paris to see Maria. And Theresa learns that Maria and Gustave had been lovers in East Berlin fifteen years ago. Theresa again begins to suspect that her mother is not to be trusted. To her, Gustave, the man with whom she had come to Paris as a girl and in whose care she had grown up, symbolizes a past full of fear, suspicion and hatred. A bitter quarrel ensues, which Maria ends by moving into a hotel. Theresa destroys all the pictures Maria had become fond of. She is hurt and desperate. At last she asks Gustave to tell her what happened 15 years ago. And finally she learns the truth - a truth that fills her with dismay: Maria had been in love with Gustave, the French diplomat. But as her husband, Theresa's father, had been in prison because of his political views, and as Maria herself had felt it to be her duty to stay in the GDR and fight for freedom and democracy, she had to repress her love for Gustave and remain in her country. However, she had worried that her daughter Theresa might have to pay for her mother's political views, and so, with a heavy heart, she had decided to entrust Theresa to Gustave's care when he had been transferred to Paris. She had always remained in touch with Gustave and always known how her daughter was. She had never given up hope that they would be reunited one day... When Theresa hears this, she realizes that she has been wronging her mother all these years. After a few days which the young woman needs to recover, she tries to get in touch with her mother to ask her to build up a new life together. But meanwhile, the Berlin Wall has fallen. Maria wants to return to her country. There is a lot for her to do there. She has written a farewell letter to her daughter that is full of love, without bitterness. When Theresa, with tears in her eyes, reads this letter, she is at last able to say the word that she had suppressed all those years: the word ""mother""."
4224,Saturday Night Special (????),thriller,"A large group of criminals gather at an abandoned strip club to celebrate the release of an associate from prison. After waiting for hours things start taking a surprising turn into a new direction. What seemed to start as light entertainment escalades into a violent, bloody, downward spiral, revealing the whole gathering as an entirely different setup. A large group of criminals gather at an abandoned strip club to celebrate the release of an associate from prison. After waiting for hours things start taking a surprising turn into a new direction. What seemed to start as light entertainment escalates into a violent, bloody, downward spiral, revealing the whole gathering as an entirely different setup."
4225,Redneck Games (2017),comedy,"Wade, Stet and Tex Bostick are three redneck brothers whose dream is to take their tricked out monster truck to nationals and win the competition so that they can finally live the American dream. Lyle Myers is a sleazy lawyer that has just been told that the last living heir to the fortune of Maxwell Booth has died. As the executor of the will Lyle convinces Mr. Booth that he needs a new beneficiary. Mr. Booth having no other living relatives decides to will his estate to the current staff. Lyle fires the staff and hires the three brothers to take their place. Lyle then sets the boys up for failure and tries to make sure that they put the old man in an early grave. If his plan succeeds Lyle will inherit Maxwell's fortune as the last original staff member and put the boys in the jail house in the process. But with a little help from Gloria, Lyle's sexy secretary, the boys just might save the day, get their truck back, and live happily ever after."
4226,Suvadugal (2015),biography,"This is the true story of Bishop Edward Sargent, who was born on 1815 at England and was brought to India by his mother when he was a child. As he had lost his father at a very young age, and his mother was unable to raise him on her own, she gave him to a Military Orphans Asylum where he was raised. At the age of 17 he decided to become a missionary and at the age of 19, he came to share the gospel to the people of Palayamkottai, Tamil Nadu and continued to do so until he went to be with the Lord in 1889 at the age of 74."
4227,Otan o syzygos taxidevi (1939),comedy,"A patent medicine tycoon who, although in love with his wife, is not adverse to taking a trip every so often to visit his charming girl friend. Wife is wise to this. Wife is none-too-happy about this. He leaves on such a trip but misses his train. Wife knows he isn't on the train but when it is wrecked she tells one-and-all that her husband was killed in the wreck. Ever-loving husband than has more then a little difficulty getting re-established, especially with his wife."
4228,"""Cocina Mexicana 1, raíces de una tradición"" (2014)",documentary,"Over time, the ancient cultures of Mexico developed culinary traditions based mainly on corn, as well as the local flora and fauna, forging civilizations of great gastronomic refinement. On the legacy of indigenous cuisine, the Spanish conquest enabled a long period of exchange of products and techniques from all continents. At the end of the 19th century, the Mexican mestizo cuisine had its own personality and was a synthesis of all the cuisines of the world."
4229,Un baúl lleno de miedo (1997),comedy,"Esteban, a writer of mistery novels, must finish his new work, so, looking for inspiration moves to an isolated cabin in the woods with his wife, Cristina, and his male secretary, Federico. Secretly, Federico had been renting the cabin to a mysterious woman who is urged by him to leave the house before Esteban and Cristina arrive. While leaving, the woman decides to keep one awkward thing inside the house."
4230,Hungry Hill (1947),drama,"Much to the consternation of the local townsfolk, the very rich Copper John Brodrick begins to develop a copper mine on Hungry Hill. He imports Cornish workers hoping to eventually entice the locals into working for him. His son, known as Greyhound John, isn't so sure anything will endear them to the locals. The opposition to the Brodricks is lead by the Donovan family and he gives them fair warning to stay off the property. When one of the protesters is killed while trying to help himself to some of the copper, the townspeople attack the facilities resulting in a great many more deaths - including one of Brodrick's sons, Henry - when the gunpowder store explodes. It marks the true beginning of a feud that will last for decades. Brodrick rebuilds his facilities and Greyhound John returns from London where he is studying the law after his sister tells him Fanny Rosa has also returned. A cave-in at the mine kills another member of the Donovan family but the younger John contracts typhoid and dies. Copper John lives on hoping his grandson Johnny will take over but he joins the army. When he finally inherits the estate, he has his own troubles to deal with."
4231,A Blank on the Map (1971),documentary,"At the time this documentary was produced, New Guinea peoples in the highlands in the center of that country had never had contact with Europeans, nor had this part of the interior been mapped from the ground (thus ""blank on the map""). Since aerial maps did exist, Bragge (a government official) and his staff were able to plan their journey, mainly by river and tributary, and then aiming toward areas where trees had been cleared, in the belief that these might represent ""gardens,"" small plots of land on which natives grew food. These maps also allowed planning for an air drop two weeks into the journey. Attenborough, Bragge, and national police assigned to Bragge set off in a party of 101, mostly bearers bringing food, canvas for shelters, and of course the cameras and film, medicines and other supplies needed for the expedition. Some of the staff had to go ahead and break trail for the rest, since after the last leg of the journey that could be made by canoe had been completed, there was no trail from that last Europeanized settlement. It was necessary to go up one mountain and down to the next and over to another river to meet the airdrop. In all this time, the expedition met no natives, although they did encounter a deserted ceremonial house with a warm fireplace. By a mischance, they had not been able to procure an interpreter likely to know the language of the people they sought. All they knew was the name that people called themselves--and of course they weren't sure exactly whom they might encounter. Headhunters had once been known in these areas. Only a few days before their scheduled return, with no sighting of natives, and desperate to achieve their goal of contact, Bragge sent a bearer to stand out in a relatively clear area and repeatedly call the name of the people they had heard lived there. The next morning, a small group of men appeared and efforts began to understand one another. After some preliminary gifts, Bragge suggested trading for native taro and bananas, and the men returned to their unseen village. They came back the following day with trade goods, and the expedition found that items such as glass beads and newspaper, valued by other New Guinea tribes, were not valued by this group, who did accept salt. Finally Bragge suggested that the men show them their homes, at which point suspicion set in. The film appears to show that only three men followed the small group--Bragge, Attenborough, and the cameraman, apparently unarmed, but as the Europeans lagged behind the natives, the latter disappeared noiselessly into the jungle and did not return when the name of their people was called again. Throughout the expedition, Attenborough and the cameraman recorded birds (including a few of one type of bird of paradise), an echidna, leeches, a ""tree kangaroo"" and other wildlife, as well as plants, the daily life of the expedition, and the weather."
4232,The Gays (2014),comedy,"Wouldn't it be great if your parents taught you how to hold your own in a fag-eat-fag world? Rod Gay and Bob Gay-Paris are the streetwise gay mentors you never had. Come revel in the raunchy wisdom they pass along to their two gay sons - Alex and Tommy - advice that will empower the boys to bend the world over, lube it up, and snap one off! It's 1997 and handsome Alex Gay chats up a guy named Kevin in a gay bar in LA. Alex regales Kevin with tales of being raised as gay by his two sexually liberated male parents, one of whom is a transvestite named Bob. Alex and his gay younger brother Tommy's upbringing is revealed to us through a series of raunchy, twisted, and hilarious flashbacks."
4233,"""Restoration"" (2003)",documentary,"A series of ten programmes, each featuring three historic buildings in the UK in need of restoration. For each building there is an advocate (usually a celebrity of some sort) who states the case for restoration, and each site is assessed by two 'experts'. The public vote for the building they consider the most deserving of restoration, and the 'winner' is announced in a live final at the end of the series."
4234,Diagnosis Delicious (2016),family,"Chef Dave Oberlin's (Ryan Rottman) career is in shambles when his altercation with a famous food critic goes viral. After being blacklisted by the elite restaurants, Dave is forced to take a teaching position at his friend's culinary arts school. When cardiologist, Dr. Nina Kirby (Maya Stojan), is up for a promotion at the local hospital the Head of Cardiology informs her if she gets Dave on board to teach the Healthy Living seminars she would be a shoo-in for the position. The only problem is Nina can't cook and she doesn't want to learn. With a little coaxing from her best friend and coworker, Olivia (Tanya Chisholm), Nina agrees to take Dave's class. When Nina presents Dave with the Healthy Living seminars he's disinterested in working with her due to her lack of class participation. In her effort to persuade him to get on board, Nina and Dave come across some unexpected common ground."
4235,><: Level 2 (2008),short,"Dolly is THE MA$TER and will stop at nothing to maintain her status. However, her biggest competitor has, over time, become her secret lover, protege and most precious slave. Tonight the two have a private appointment in Dolly's covert lair, but each suspects that something is about to change forever. Does Dolly's beloved plaything have something up her sleeve? Or is it the other way around?"
4236,Sunduq al-dunyâ (2002),drama,"A tree, a house, emptiness, isolation. The head of the family, an old man, is at the point of death. He would like to give his name to one of his newborn grandsons but he does not acknowledge any of them before he dies. Three cousins without a name live in this primitive world. They seek pleasure and salvation. The first one in restraint and submission, the second in love, the third in power, violence and cruelty. The father of the second, back from war, gives the third the keys to a stronger and immense power. The tree looking upon since 1000 years contemplates what will happen in 2000 years."
4237,Penthouse Satin & Lace (1992),adult,"An erotic history of lingerie. Seventeen sensual women take you on a journey into sheer eroticism! Lie back, slip into something comfortable and get ready to savor a sexy array of lingerie through the ages: fig leaves to fetishes...Egyptian slaves to exotic seductions... medieval shackles to Manhattan chic... and much, much more!"
4238,Searching for Da Vinci's Secret (2006),documentary,"Could Mary Magdalene have been the wife of Jesus Christ and could they have had a child? And was Leonardo da Vinci the head of a centuries old secret society guarding that knowledge? Two average women, ""amateur historians and citizen sleuths"", will take you on a journey for the truth. Their quest for answers takes them on a hunt for the Holy Grail and whether this legendary object could actually be the bloodline of Jesus Christ. Their voyage starts in Leonardo's hometown of Vinci, Italy where the townspeople put Dan Brown and the Da Vinci Code on trial. Their verdict leads the two sleuths on a hunt for more information about Mary Magdalene and why she is considered a prostitute by some and a saint to others. As the women search for answers - they learn that history is not always what was taught in school. Their journey takes them to mysterious locations and they meet people who claim a bloodline to Christ. Their search offers many answers on the search for truth about the Holy Grail."
4239,"""AIR: America's Investigative Reports"" (2006)",news,"In the fall of 2004, a spill of hundreds of gallons of thick crude oil in Seattle's Puget Sound, which no company owned up to, led an intrepid Pulitzer Prize-winning reporter from the SEATTLE POST-INTELLIGENCER to embark on an investigation into the actual state of the Pacific Northwest's oil transport industry."
4240,"""Getting By"" (1993)",comedy,"Comedy about two women who live together in a rather large house. Dolores, who is the black one, has two boys Marcus (Santana) and Darren (Richmond). Cathy, who is the white one, has two girls Julie (Sterling) and her oldest daughter Nikki (Vannice)."
4241,The Sixth Day (2013),drama,"Kris and Silvia meet by chance in a small town. She is a daughter of a businessman, he is an average boy who lives in the countryside. They fall in love. Instigated by the strong feelings, Kris decides to move to Silvia's home town the capital of the country Sofia. Infelicitous accident, provoked by the dark past of Silvia's father, puts a strain on their relationship. This moment will change Kris and Silvia's life forever."
4242,La Fontaine (2011),horror,"EVERETT TURNER is a Santa Barbara police officer, whose wife, NATALIE, is dying of a strange and mysterious disease. At Natalie's request, he uproots his family - including their teenage son, RUSS - and moves far from the city, back to Natalie's rural hometown of La Fontaine. Set partially in the exurbs and partially in ""the bush"", La Fontaine is a seemingly idyllic little town. But there are secrets. Secrets about Natalie's past she's never shared. Secrets about the town and the people who live there, the powers they have, the world they want to create and the ancient forces that drive them. Within the confines of this small, peculiar town, the Turner family struggles to stay true to each other and their humanity. Populated with townspeople both familiar and bizarre, La Fontaine explores the battle between the savage and the divine that exists in every human heart."
4243,Hao Qing Sui Yue (2006),romance,"This film is set in the historical city of Macau in 1943 during the Sino-Japanese war. A Chinese refugee (Aixinjueluo Qixin) falls in love with a local Macau man (Alex Fong), without knowing that her friend (Stephy Tang) has been his secret admirer for a long time."
4244,All the Wrong Places (2012),comedy,"ALL THE WRONG PLACES follows Sean, Will and Cotter, three childhood friends, who for the first time, find themselves simultaneously single. They make a pact to ""seek and serve"" the women of LA, dating their way from Culver City to the Valley in hopes of finding their perfect matches. Whether it's drift racing golf carts or pretending to be homeless, the boys always begin their weekends together, plotting and planning their next conquests. In the end, successful or not, they all meet up to bowl in a senior league with their octogenarian ace in the hole, Dolores."
4245,All We Had (2016),drama,"Thirteen-year-old Ruthie Carmichael and her mother, Rita teeter on the edge of poverty, despite Rita working multiple jobs. When their landlord kicks them out, Rita uses her looks to instantly reel in a boyfriend, who takes them in. Before long, Ruthie convinces her mother to leave and they head East in search of a better life. When money runs out and their car breaks down, they find themselves stranded in a small town called Fat River where their luck finally takes a turn. Rita lands a steady job waitressing at the local diner. With enough money to pay their bills, they rent a house and Fat River becomes the first place they call home. Peter Pam, a transgender waitress, becomes Ruthie's closest friend. The townspeople become Ruthie and Rita's family. Into this quirky utopia comes smooth-talking mortgage broker Vick Ward, who entices Rita with a subprime loan. Almost as soon as Rita buys a house their fortunes change. Faced once again with the prospect of homelessness, Rita reverts to survival mode, and the price she pays to keep them out of poverty changes their lives forever."
4246,Shkufim (2014),drama,"Newly discharged from the Israeli Army, Ra'ed, a Bedouin from an unrecognized village in the Negev desert, is determined to save his family's failing herd of sheep, about to be sold. He plans to live off the herd by starting a roadside Bedouin hospitality restaurant."
4247,Wild Horse Range (1940),western,"Horse traders Jack Wallace and his partner Manny discover they are being undersold by a dealer named Arnold, and Jack is certain Arnold is selling stolen stock. He traces the Arnold horses to a ranch owned by Ann Morgan and her Aunt Harriet, and finds that crooked-foreman Stoner and most of the hands blame the horse stealing on a white stallion (Starlight the Wonder horse in stock footage) who lures the mares away. Jack and Manny uncover the hideaway of the cached-Morgan ranch horses, and free them before Arnold can run them across the (always-handy) border. The stallion aids them by leading the horses out of the clutch of the outlaws. A terrific fight between the outlaws and Jack and Manny ends with the sheriff taking the outlaws prisoners, the mares returned to their rightful owners, and Jack and Manny established at the ranch. Horse dealer Jack Wallace finds himself unable to compete with Arnold's prices. Suspicious, he checks Arnolds horses and spots altered brands. Figuring out the original brand he goes to that ranch and is told a wild stallion has supposedly been rustling their horses. The wild horse leads him to a corral of mares with newly altered brands and now Jack has to find the men responsible."
4248,77 Minutes (2016),documentary,"77 Minutes is a documentary by Charlie Minn about the McDonalds Massacre from 1984, when a man walked into a McDonald's restaurant in San Diego armed with guns and shot 40 men, women, and children. It took law enforcement 77 minutes to end the siege. This documentary focuses on the victims of the attack and its effects."
4249,"""Obie's Cookies"" (2015)",comedy,"New product alert. These things are flying off the shelves. This top selling detergent will get out those stubborn skid marks that men leave behind. It is designed to be used as a fast-acting solution that will treat the most potent stain. If love All, Tide, Kirkland, or any other name brand laundry detergent, you will definitely use this as your ""go-to"" stain fixers. Skiddies."
4250,Il Sacco di Roma (1920),history,"This film is about the 1527 Sack of Rome, where the mutiny us troops of Charles V of the Hapsburg Empire marched into Rome to pillage the city and capture Pope Clement XVII. The 189 in the service of Heaven defended the Holy line in 1527, they gave their lives on the steps to heaven and they were done."
4251,For My Wife... (2008),documentary,"'For My Wife' is a feature documentary chronicling the making of an activist. After the tragic death of her wife, Charlene Strong was thrust into the spotlight becoming a powerful voice for the equal rights of same-sex couples and their families, resulting in the passage of Washington State's historic Domestic Partnership legislation. In December 2006 Kate Fleming died in a flash flood in the basement of her Seattle home. Charlene Strong, her partner of nine years struggled heroically to save her and at the hospital in the final moments of Kates life, was denied access to be by her side. A month and a half later Charlene testified at before the House and the Senate at the state capital in Olympia and as a result of her testimony the Domestic Partnership bill passed in Washington State. She then embraced her newfound status as an activist for marriage equality and traveled the United States educating and urging others to take a stand for justice. The film culminates in a rousing tribute to Charlene's courage at the GLAAD Media Awards."
4252,Through Naked Eyes (1983),thriller,"A musician living in an apartment building likes to check out the residents of the building opposite him--until he finds out one day that an attractive woman in that building is checking him out. He strikes up a relationship with her. Soon afterwards a string of serial killings occurs in the neighborhood, and suspicion begins to fall on the musician."
4253,"""Bill and Tony"" (2016)",comedy,"Actions speak louder than words in the entirely non-verbal comedy adventure series ""Bill and Tony"". They are brothers from another mother with hearts of gold, but are dumber than a bag of hammers. From exploring alternate universe to wreaking havoc in minimum wage jobs, see Bill and Tony celebrate friendship and absurdity in grand slapstick style."
4254,Les Patterson Saves the World (1987),comedy,"Fat middle aged 24/7 drunkard Les Patterson (Barry Humphries) represents Australia at the UN where his fart literally incinerates an Arab ambassador. Patterson is reassigned to the Middle East so he can be tortured to death by the country he insulted. Patterson's arrival disrupts a coup and he is spared. At a bar Patterson meets a bioweapons scientist who's developed a horrific disease for the KGB which plan to distribute it to the Pentagon via toilet seats. Patterson, though far too drunk to understand anything happening, teams up with Dame Edna (also Humphries)to save the world."
4255,Scott Schultz Mini Documentary (2017),short,"Scott Schultz was born with cerebral palsy. He is also blind in one eye, is profoundly deaf without his hearing aids, and walks with a cane. However, these limitations don't define who he is as a person as he looks for full-time employment."
4256,Exit 33 (2011),horror,"A few miles off EXIT 33, lies IKE'S LAST CHANCE GAS. A secluded sleepy hideaway where Ike prepares a special jerky for customers, and a terrifying secret. Ike and his son are controlled by a mysterious ghost, whose bidding lead Ike to abduct and torture beautiful women travelers. But, there is more to this story than meets the eye... literally!"
4257,Superman and the Secret Planet (2013),adventure,"A wild bank robbery using an alien ray gun alerts Clark Kent to something strange and unearthly. The deadly ray even hurts Superman. The US President disappears, and Superman learns of a huge asteroid in nearby space, apparently under human control. Flying to the ""secret planet,"" he learns that a piece of his home world survived, a city called Kryptonia. He also finds himself without super powers, neutralized by the Kryptonite which is the asteroid itself. The colony is ruled by a cruel tyrant named Zonar, with plans to colonize and enslave the Earth. With the help of his young cousin Kara and an aged scientist, Superman returns to Earth to warn humanity. Zonar's legion of unmanned drone saucers destroys landmarks and people, and he gives Earth an ultimatum. As Clark Kent, Superman bids goodbye to Lois Lane, and does so again at Cape Canaveral as Superman, boarding an unstable atomic rocket to return to Kryptonia. Lois and Jimmy Olson sneak aboard, much to Superman's disapproval. With the odds against him, Superman returns to the remnant of his home world for a final face-off."
4258,The Bandit Buster (1926),western,"Sylvia Morton is the daughter of wealthy banker Henry Morton. She's worried that her father is working too hand. One day she meets Buddy Miller and his friend Romeo, and together they come up with a scheme to take her father to a mountain resort for some rest--whether he wants to or not. Unbeknownst to the group, Henry is in the middle of an important stock transaction involving his holdings in a steel company. When a clerk at the resort finds out who Morton is and about the stock deal, he arranges for Morton to be kidnapped and held for a large ransom. Complications ensue."
4259,Zanzibar Musical Club (2009),documentary,"An invitation to explore a millenary Muslim culture, where traditions are transmitted through music, 'Zanzibar Musical Club' goes deep into a culture where music is inextricably woven into the social fabric. This superb documentary is alive and pulsing with a musical mix of Arabic tones, Latin rhythms, Indian melodies and African drums."
4260,"""To Have and to Hold"" (1986)",drama,"Tough times are ahead for one family when the liberated Viv agrees to bear a surrogate baby for her childless sister Ann, and promptly falls in love with her brother-in-law Ken after they secretly make love instead of conceiving by artificial insemination."
4261,Christmas Vacation 2: Cousin Eddie's Island Adventure (2003),comedy,"Though Eddie's fired right at Christmastime, his boss sends him and his family on a South Pacific vacation, hoping Eddie won't sue him after being bitten by a lab monkey. When the Tuttle family winds up trapped on a tropical island, however, Eddie manages to provide for everyone and prove himself a real man."
4262,Flicker + Pulse (2016),documentary,"Flicker + Pulse is a striking and poignant portrayal of time passing in a beautiful English walled garden. Using real-time and time-lapse footage, the film explores the relationship between the seasons and the plants and people who work within the walls of the garden. Locked into the clock of the solar system, the garden performs its annual display, guided by the ritualistic human intervention of those passionately engaged with its soil."
4263,"""Undercover Boss Canada"" (2012)",reality-tv,"Wild wing CEO Rick Smiciklas goes under cover at various locations to learn how to improve the bottom line as some passed financial problems and misfires. He finds inconsistencies, good employees, and for the first time in ""Undercover Boss Canada' an under cover boss loses it and rips into somebody."
4264,The Eye of the Norm (2016),short,"Who is given access to the rooms of power? What rules are applicable in the boardroom? 'The Eye Of The Norm' puts light on the lack of variety and diversity in the room of power, but is more than a politically correct message in the form of a short film. It also challenges the norms of art and dance as such. The purpose of the dance film is, in addition to providing a strong artistic and emotional experience, to work towards development and change in regards to participation of people with different abilities in the arts."
4265,Life with Father (1947),comedy,"In late nineteenth century New York a Wall Street broker likes to think his house runs his way, but finds himself constantly bemused at how much of what happens is down to his wife. His children are also stretching their wings, discovering girls and making money out of patent medicine selling. When it comes to light he has never been baptized and everyone starts insisting he must do so, it all starts to get a bit too much."
